Player,Team,Conf,G,Cmp,Pass_Att,Cmp_Pct,Pass_Yds,Pass_TD,Int,Pass_Y/A,AY/A,PR,Year,School,Rush_Att,Rush_Yds,Rush_Y/A,Rush_TD,Rec,Rec_Yds,Y/R,Rec_TD,Plays,Tot_Yds,Y/P,Tot_TD
Troy Fumagalli,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Wisconsin,0.0,0.0,0.0,0.0,46.0,547.0,11.9,4.0,46.0,547.0,11.9,4.0
Christopher Herndon IV,0,ACC,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Miami (FL),0.0,0.0,0.0,0.0,40.0,477.0,11.9,4.0,40.0,477.0,11.9,4.0
Jordan Villamin,0,Pac-12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Oregon State,0.0,0.0,0.0,0.0,30.0,356.0,11.9,1.0,30.0,356.0,11.9,1.0
Devin Ross,0,Pac-12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Colorado,3.0,21.0,7.0,0.0,43.0,508.0,11.8,2.0,46.0,529.0,11.5,2.0
Jordan Cunningham,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,North Carolina,0.0,0.0,0.0,0.0,26.0,308.0,11.8,1.0,26.0,308.0,11.8,1.0
Simmie Cobbs,0,Big Ten,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Indiana,0.0,0.0,0.0,1.0,72.0,841.0,11.7,8.0,72.0,841.0,11.7,9.0
Donnie Ernsberger,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Western Michigan,0.0,0.0,0.0,0.0,34.0,394.0,11.6,4.0,34.0,394.0,11.6,4.0
Dylan Cantrell,0,Big 12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Texas Tech,1.0,3.0,3.0,1.0,71.0,816.0,11.5,7.0,72.0,819.0,11.4,8.0
Dylan Collie,0,MWC,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Hawaii,1.0,23.0,23.0,0.0,56.0,636.0,11.4,4.0,57.0,659.0,11.6,4.0
Kendrick Edwards,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Arkansas State,0.0,0.0,0.0,0.0,38.0,434.0,11.4,3.0,38.0,434.0,11.4,3.0
Tevaris McCormick,0,Sun Belt,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Troy,5.0,14.0,2.8,0.0,37.0,421.0,11.4,3.0,42.0,435.0,10.4,3.0
Jared Murphy,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Miami (OH),1.0,3.0,3.0,0.0,38.0,430.0,11.3,2.0,39.0,433.0,11.1,2.0
David Ungerer,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Idaho,0.0,0.0,0.0,0.0,39.0,432.0,11.1,6.0,39.0,432.0,11.1,6.0
Emanuel Thompson,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Troy,0.0,0.0,0.0,0.0,38.0,420.0,11.1,0.0,38.0,420.0,11.1,0.0
Tyler Hoppes,0,Big Ten,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Nebraska,0.0,0.0,0.0,0.0,34.0,377.0,11.1,3.0,34.0,377.0,11.1,3.0
Mark Quattlebaum,0,CUSA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Charlotte,0.0,0.0,0.0,0.0,31.0,343.0,11.1,1.0,31.0,343.0,11.1,1.0
Pharoah McKever,0,CUSA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Florida International,0.0,0.0,0.0,0.0,27.0,301.0,11.1,3.0,27.0,301.0,11.1,3.0
Reggie Hemphill-Mapps,0,Big 12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Texas,8.0,31.0,3.9,0.0,37.0,402.0,10.9,0.0,45.0,433.0,9.6,0.0
Keyion Dixon,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Connecticut,9.0,41.0,4.6,0.0,33.0,360.0,10.9,1.0,42.0,401.0,9.5,1.0
OrTre Smith,0,SEC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,South Carolina,0.0,0.0,0.0,0.0,30.0,326.0,10.9,3.0,30.0,326.0,10.9,3.0
Marcus Baugh,0,Big Ten,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Ohio State,1.0,5.0,5.0,0.0,28.0,304.0,10.9,5.0,29.0,309.0,10.7,5.0
Garrett Dickerson,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Northwestern,1.0,-1.0,-1.0,0.0,37.0,401.0,10.8,4.0,38.0,400.0,10.5,4.0
Melvin Vaughn,0,CUSA,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Old Dominion,0.0,0.0,0.0,0.0,33.0,354.0,10.7,4.0,33.0,354.0,10.7,4.0
Charles Standberry,0,ACC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Louisville,0.0,0.0,0.0,0.0,29.0,306.0,10.6,4.0,29.0,306.0,10.6,4.0
Jake Roh,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Boise State,7.0,28.0,4.0,2.0,39.0,410.0,10.5,9.0,46.0,438.0,9.5,11.0
Malik Turner,0,Big Ten,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Illinois,0.0,0.0,0.0,0.0,31.0,326.0,10.5,0.0,31.0,326.0,10.5,0.0
Gregory Hogan,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,New Mexico State,0.0,0.0,0.0,0.0,26.0,272.0,10.5,1.0,26.0,272.0,10.5,1.0
Chris Davis,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,New Mexico,0.0,0.0,0.0,0.0,25.0,262.0,10.5,1.0,25.0,262.0,10.5,1.0
Justin Holmes,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,San Jose State,0.0,0.0,0.0,0.0,26.0,270.0,10.4,2.0,26.0,270.0,10.4,2.0
Jacob Sannon,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Idaho,0.0,0.0,0.0,0.0,59.0,608.0,10.3,1.0,59.0,608.0,10.3,1.0
Ray-Ray McCloud,0,ACC,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Clemson,6.0,30.0,5.0,0.0,49.0,503.0,10.3,1.0,55.0,533.0,9.7,1.0
Ethan Wolf,0,SEC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Tennessee,0.0,0.0,0.0,0.0,24.0,246.0,10.3,3.0,24.0,246.0,10.3,3.0
Ammon Barker,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Hawaii,0.0,0.0,0.0,0.0,39.0,398.0,10.2,1.0,39.0,398.0,10.2,1.0
Jesse Jackson,0,SEC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Mississippi State,2.0,8.0,4.0,0.0,27.0,276.0,10.2,0.0,29.0,284.0,9.8,0.0
Jerome Washington,0,Big Ten,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Rutgers,1.0,-2.0,-2.0,0.0,28.0,282.0,10.1,1.0,29.0,280.0,9.7,1.0
Trever Ryen,0,Big 12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Iowa State,2.0,7.0,3.5,0.0,47.0,469.0,10.0,1.0,49.0,476.0,9.7,1.0
Da'Mari Scott,0,MWC,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Fresno State,14.0,93.0,6.6,0.0,57.0,566.0,9.9,1.0,71.0,659.0,9.3,1.0
Mike Gesicki,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Penn State,0.0,0.0,0.0,0.0,57.0,563.0,9.9,9.0,57.0,563.0,9.9,9.0
C.J. Duncan,0,SEC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Vanderbilt,0.0,10.0,0.0,0.0,52.0,517.0,9.9,5.0,52.0,527.0,10.1,5.0
Quay Johnson,0,American,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,East Carolina,3.0,3.0,1.0,0.0,47.0,464.0,9.9,3.0,50.0,467.0,9.3,3.0
Eric Cooper,0,MAC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Central Michigan,0.0,0.0,0.0,0.0,29.0,285.0,9.8,2.0,29.0,285.0,9.8,2.0
Brandon Powell,0,SEC,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Florida,4.0,15.0,3.8,1.0,42.0,406.0,9.7,3.0,46.0,421.0,9.2,4.0
Sean McKeon,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Michigan,0.0,0.0,0.0,0.0,31.0,301.0,9.7,3.0,31.0,301.0,9.7,3.0
Gregory Phillips,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Purdue,2.0,26.0,13.0,0.0,44.0,424.0,9.6,2.0,46.0,450.0,9.8,2.0
Kendal Keys,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,UNLV,0.0,0.0,0.0,0.0,27.0,260.0,9.6,3.0,27.0,260.0,9.6,3.0
Shane Wimann,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Northern Illinois,0.0,0.0,0.0,0.0,30.0,283.0,9.4,7.0,30.0,283.0,9.4,7.0
Ronnie Turner Jr.,0,CUSA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,UAB,0.0,0.0,0.0,0.0,28.0,262.0,9.4,1.0,28.0,262.0,9.4,1.0
Isaiah Johnson-Mack,0,Pac-12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Washington State,0.0,0.0,0.0,0.0,60.0,555.0,9.3,5.0,60.0,555.0,9.3,5.0
Ryan Yurachek,0,CUSA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Marshall,1.0,4.0,4.0,0.0,54.0,490.0,9.1,10.0,55.0,494.0,9.0,10.0
Ravian Pierce,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Syracuse,0.0,0.0,0.0,0.0,29.0,263.0,9.1,4.0,29.0,263.0,9.1,4.0
Armanti Foreman,0,Big 12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Texas,5.0,32.0,6.4,1.0,31.0,280.0,9.0,4.0,36.0,312.0,8.7,5.0
Tyraiq Beals,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Connecticut,2.0,4.0,2.0,0.0,30.0,266.0,8.9,0.0,32.0,270.0,8.4,0.0
Chase Harrell,0,Big 12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Kansas,0.0,0.0,0.0,0.0,25.0,221.0,8.8,3.0,25.0,221.0,8.8,3.0
Bryce Wolma,0,Pac-12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Arizona,0.0,0.0,0.0,0.0,28.0,241.0,8.6,2.0,28.0,241.0,8.6,2.0
Tyler Watts,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Texas State,5.0,138.0,27.6,1.0,40.0,332.0,8.3,2.0,45.0,470.0,10.4,3.0
Evan Butts,0,ACC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Virginia,0.0,0.0,0.0,0.0,32.0,266.0,8.3,2.0,32.0,266.0,8.3,2.0
Troy McCormick,0,Pac-12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Utah,10.0,60.0,6.0,0.0,25.0,183.0,7.3,2.0,35.0,243.0,6.9,2.0
Brandon Fritts,0,ACC,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,North Carolina,0.0,0.0,0.0,0.0,25.0,177.0,7.1,4.0,25.0,177.0,7.1,4.0
Nolan Givan,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Ball State,0.0,0.0,0.0,0.0,25.0,159.0,6.4,4.0,25.0,159.0,6.4,4.0
John Leday,0,American,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Houston,1.0,3.0,3.0,0.0,25.0,141.0,5.6,1.0,26.0,144.0,5.5,1.0
Xavier Ubosi,0,CUSA,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,UAB,0.0,0.0,0.0,0.0,35.0,837.0,23.9,8.0,35.0,837.0,23.9,8.0
Emanuel Hall,0,SEC,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Missouri,0.0,0.0,0.0,0.0,37.0,828.0,22.4,6.0,37.0,828.0,22.4,6.0
Hakeem Butler,0,Big 12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Iowa State,0.0,0.0,0.0,0.0,60.0,1318.0,22.0,9.0,60.0,1318.0,22.0,9.0
D.K. Metcalf,0,SEC,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Ole Miss,0.0,0.0,0.0,0.0,26.0,569.0,21.9,5.0,26.0,569.0,21.9,5.0
Jon'Vea Johnson,0,MAC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Toledo,0.0,0.0,0.0,0.0,32.0,660.0,20.6,9.0,32.0,660.0,20.6,9.0
Terry McLaurin,0,Big Ten,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Ohio State,0.0,0.0,0.0,0.0,35.0,701.0,20.0,11.0,35.0,701.0,20.0,11.0
Marcus Bennett,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Air Force,0.0,2.0,0.0,0.0,24.0,465.0,19.4,3.0,24.0,467.0,19.5,3.0
Darius Slayton,0,SEC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Auburn,0.0,0.0,0.0,0.0,35.0,670.0,19.1,5.0,35.0,670.0,19.1,5.0
Rashad Medaris,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Cincinnati,0.0,0.0,0.0,0.0,26.0,472.0,18.2,3.0,26.0,472.0,18.2,3.0
Shawn Poindexter,0,Pac-12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Arizona,0.0,0.0,0.0,0.0,42.0,759.0,18.1,11.0,42.0,759.0,18.1,11.0
Tony Ellison,0,Pac-12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Arizona,1.0,-7.0,-7.0,0.0,29.0,525.0,18.1,6.0,30.0,518.0,17.3,6.0
Jamal Custis,0,ACC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Syracuse,1.0,-5.0,-5.0,0.0,51.0,906.0,17.8,6.0,52.0,901.0,17.3,6.0
Marquise Brown,0,Big 12,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Oklahoma,2.0,0.0,0.0,0.0,75.0,1318.0,17.6,10.0,77.0,1318.0,17.1,10.0
Darnell Salomon,0,American,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,South Florida,0.0,0.0,0.0,0.0,25.0,440.0,17.6,4.0,25.0,440.0,17.6,4.0
Jace Sternberger,0,SEC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Texas A&M,1.0,4.0,4.0,0.0,48.0,832.0,17.3,10.0,49.0,836.0,17.1,10.0
Travis Fulgham,0,CUSA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Old Dominion,0.0,0.0,0.0,0.0,63.0,1083.0,17.2,9.0,63.0,1083.0,17.2,9.0
Marcus Green,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Louisiana-Monroe,20.0,193.0,9.7,1.0,50.0,855.0,17.1,8.0,70.0,1048.0,15.0,9.0
C.J. Worton,0,CUSA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Florida International,0.0,0.0,0.0,0.0,37.0,627.0,16.9,6.0,37.0,627.0,16.9,6.0
JJ Arcega-Whiteside,0,Pac-12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Stanford,0.0,0.0,0.0,0.0,63.0,1059.0,16.8,14.0,63.0,1059.0,16.8,14.0
Terry Wright,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Purdue,1.0,1.0,1.0,1.0,28.0,468.0,16.7,5.0,29.0,469.0,16.2,6.0
Andy Isabella,0,Ind,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Massachusetts,11.0,79.0,7.2,1.0,102.0,1698.0,16.6,13.0,113.0,1777.0,15.7,14.0
Terren Encalade,0,American,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Tulane,5.0,56.0,11.2,0.0,44.0,727.0,16.5,5.0,49.0,783.0,16.0,5.0
Kwadarrius Smith,0,MAC,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Akron,8.0,24.0,3.0,0.0,33.0,538.0,16.3,3.0,41.0,562.0,13.7,3.0
A.J. Taylor,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Wisconsin,0.0,0.0,0.0,0.0,32.0,521.0,16.3,3.0,32.0,521.0,16.3,3.0
Isaac Zico,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Purdue,0.0,0.0,0.0,0.0,46.0,743.0,16.2,6.0,46.0,743.0,16.2,6.0
Irv Smith Jr.,0,SEC,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Alabama,0.0,0.0,0.0,0.0,44.0,710.0,16.1,7.0,44.0,710.0,16.1,7.0
Zach Gentry,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Michigan,0.0,0.0,0.0,0.0,32.0,514.0,16.1,2.0,32.0,514.0,16.1,2.0
Jamire Jordan,0,MWC,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Fresno State,0.0,0.0,0.0,0.0,27.0,434.0,16.1,3.0,27.0,434.0,16.1,3.0
Antoine Wesley,0,Big 12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Texas Tech,1.0,-2.0,-2.0,0.0,88.0,1410.0,16.0,9.0,89.0,1408.0,15.8,9.0
Dredrick Snelson,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,UCF,1.0,4.0,4.0,0.0,43.0,688.0,16.0,5.0,44.0,692.0,15.7,5.0
Keith Gavin,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Florida State,0.0,0.0,0.0,0.0,26.0,415.0,16.0,1.0,26.0,415.0,16.0,1.0
Papi White,0,MAC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Ohio,3.0,24.0,8.0,1.0,62.0,987.0,15.9,9.0,65.0,1011.0,15.6,10.0
Tyron Johnson,0,Big 12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Oklahoma State,1.0,1.0,1.0,1.0,53.0,845.0,15.9,7.0,54.0,846.0,15.7,8.0
Johnnie Dixon,0,Big Ten,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Ohio State,0.0,0.0,0.0,0.0,42.0,669.0,15.9,8.0,42.0,669.0,15.9,8.0
Dillon Mitchell,0,Pac-12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Oregon,1.0,5.0,5.0,0.0,75.0,1184.0,15.8,10.0,76.0,1189.0,15.6,10.0
Ty Jones,0,Pac-12,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Washington,0.0,0.0,0.0,0.0,31.0,491.0,15.8,6.0,31.0,491.0,15.8,6.0
Damion Willis,0,Sun Belt,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Troy,0.0,0.0,0.0,0.0,56.0,876.0,15.6,10.0,56.0,876.0,15.6,10.0
Mecole Hardman,0,SEC,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Georgia,5.0,36.0,7.2,0.0,34.0,532.0,15.6,7.0,39.0,568.0,14.6,7.0
A.J. Brown,0,SEC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Ole Miss,0.0,0.0,0.0,0.0,85.0,1320.0,15.5,6.0,85.0,1320.0,15.5,6.0
Jared Pinkney,0,SEC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Vanderbilt,0.0,0.0,0.0,0.0,50.0,774.0,15.5,7.0,50.0,774.0,15.5,7.0
Diontae Johnson,0,MAC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Toledo,2.0,17.0,8.5,0.0,49.0,761.0,15.5,8.0,51.0,778.0,15.3,8.0
T.J. Hockenson,0,Big Ten,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Iowa,1.0,4.0,4.0,1.0,49.0,760.0,15.5,6.0,50.0,764.0,15.3,7.0
Delane Hart-Johnson,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,New Mexico,0.0,0.0,0.0,0.0,33.0,512.0,15.5,5.0,33.0,512.0,15.5,5.0
Malcolm Williams,0,Sun Belt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Coastal Carolina,10.0,22.0,2.2,1.0,47.0,724.0,15.4,5.0,57.0,746.0,13.1,6.0
Courtney Lark,0,American,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Houston,0.0,0.0,0.0,0.0,35.0,539.0,15.4,5.0,35.0,539.0,15.4,5.0
A.J. Richardson,0,MWC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Boise State,0.0,0.0,0.0,0.0,54.0,825.0,15.3,8.0,54.0,825.0,15.3,8.0
Jaylen Smith,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Louisville,0.0,0.0,0.0,0.0,36.0,550.0,15.3,1.0,36.0,550.0,15.3,1.0
Felton Davis III,0,Big Ten,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Michigan State,2.0,50.0,25.0,1.0,31.0,474.0,15.3,4.0,33.0,524.0,15.9,5.0
Trevon Brown,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,East Carolina,1.0,-2.0,-2.0,0.0,74.0,1123.0,15.2,9.0,75.0,1121.0,14.9,9.0
David Sills,0,Big 12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,West Virginia,0.0,14.0,0.0,0.0,65.0,986.0,15.2,15.0,65.0,1000.0,15.4,15.0
Marcus Simms,0,Big 12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,West Virginia,1.0,5.0,5.0,0.0,46.0,699.0,15.2,2.0,47.0,704.0,15.0,2.0
James Price,0,MWC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Wyoming,2.0,10.0,5.0,0.0,26.0,395.0,15.2,1.0,28.0,405.0,14.5,1.0
John Ursua,0,MWC,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Hawaii,2.0,4.0,2.0,1.0,89.0,1343.0,15.1,16.0,91.0,1347.0,14.8,17.0
Kyle Buss,0,American,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Connecticut,0.0,0.0,0.0,0.0,32.0,482.0,15.1,3.0,32.0,482.0,15.1,3.0
Jalen Guyton,0,CUSA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,North Texas,0.0,0.0,0.0,0.0,54.0,805.0,14.9,6.0,54.0,805.0,14.9,6.0
Miles Boykin,0,Ind,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Notre Dame,0.0,0.0,0.0,0.0,59.0,872.0,14.8,8.0,59.0,872.0,14.8,8.0
Darren Woods Jr.,0,MWC,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,UNLV,0.0,0.0,0.0,0.0,24.0,355.0,14.8,5.0,24.0,355.0,14.8,5.0
Olabisi Johnson,0,MWC,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Colorado State,0.0,0.0,0.0,0.0,54.0,796.0,14.7,4.0,54.0,796.0,14.7,4.0
Jonah Morris,0,MAC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Akron,1.0,1.0,1.0,0.0,26.0,381.0,14.7,1.0,27.0,382.0,14.1,1.0
Kelvin Harmon,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,North Carolina State,0.0,0.0,0.0,0.0,81.0,1186.0,14.6,7.0,81.0,1186.0,14.6,7.0
Alex Bachman,0,ACC,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Wake Forest,0.0,0.0,0.0,0.0,37.0,541.0,14.6,6.0,37.0,541.0,14.6,6.0
Stanley Morgan Jr.,0,Big Ten,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Nebraska,1.0,4.0,4.0,0.0,70.0,1004.0,14.3,7.0,71.0,1008.0,14.2,7.0
Isaac Nauta,0,SEC,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Georgia,0.0,31.0,0.0,1.0,30.0,430.0,14.3,3.0,30.0,461.0,15.4,4.0
Chris Platt,0,Big 12,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Baylor,2.0,31.0,15.5,0.0,36.0,511.0,14.2,1.0,38.0,542.0,14.3,1.0
KeeSean Johnson,0,MWC,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Fresno State,4.0,14.0,3.5,0.0,95.0,1340.0,14.1,8.0,99.0,1354.0,13.7,8.0
